'399006'	创业板指	日线
日期	开盘	最高	最低	收盘	成交量	成交额	MA1	MA2	MA3	MA4	MA5	MA6		MA1	MA2	MA3	DDX	DDX1	DDX2	DDX3		
2016/04/06	2274.77	2305.41	2271.50	2297.04	53433256.00	130880094208	2253.8	2231.621	2143.517	2094.282	2118.665	2385.185	53433256	48203500	47249552	44983932	0	0	0	0		1
2016/04/07	2310.92	2316.63	2248.68	2248.68	53930100.00	132792262656	2253.78	2230.578	2157.411	2095.78	2115.003	2384.407	53930100	49680996	47657340	45970784	0	0	0	0		1
2016/04/08	2230.95	2239.80	2194.23	2229.93	45924688.00	112813670400	2252.108	2231.594	2172.059	2102.206	2114.56	2383.781	45924688	48763104	46773028	46848724	0	0	0	0		1
2016/04/11	2255.07	2301.41	2255.07	2283.14	50116208.00	124475777024	2267.662	2238.299	2189.472	2111.147	2115.129	2382.77	50116208	50643156	47624748	48195864	0	0	0	0		1
2016/04/12	2283.21	2289.55	2236.44	2264.02	45314660.00	113106223104	2264.562	2244.732	2201.517	2123.942	2117.757	2381.228	45314660	49743784	47593140	48411712	0	0	0	0		1
2016/04/13	2278.52	2330.05	2278.52	2294.02	57522856.00	139156324352	2263.958	2258.879	2216.372	2135.912	2120.198	2380.065	57522856	50561704	49382600	49565216	0	0	0	0		1
2016/04/14	2310.60	2325.38	2289.57	2324.39	46139448.00	112999546880	2279.1	2266.44	2233.714	2146.139	2124.609	2378.509	46139448	49003572	49342284	50196824	0	0	0	0		1
2016/04/15	2328.31	2328.31	2297.68	2309.68	40308908.00	100894416896	2295.05	2273.579	2244.833	2156.225	2126.853	2378.216	40308908	47880416	48321760	49601868	0	0	0	0		1
2016/04/18	2288.42	2288.42	2249.34	2265.59	38252496.00	93760634880	2291.54	2279.601	2249.219	2168.177	2129.398	2376.612	38252496	45507672	48075416	48317588	0	0	0	0		1
2016/04/19	2278.31	2289.05	2253.59	2272.52	35911568.00	89440706560	2293.24	2278.901	2251.494	2178.817	2131.024	2374.396	35911568	43627056	46685420	46920876	0	0	0	0		1
2016/04/20	2279.76	2284.10	2119.42	2145.24	56160932.00	132675510272	2263.484	2263.721	2247.671	2183.585	2129.417	2371.211	56160932	43354672	46958188	47103868	0	0	0	0		1
2016/04/21	2135.93	2160.26	2106.97	2110.16	36026892.00	84193722368	2220.638	2249.869	2240.223	2188.23	2127.842	2367.429	36026892	41332160	45167864	46412604	0	0	0	0		1
2016/04/22	2093.78	2136.92	2090.95	2136.92	29586774.00	69405384704	2186.086	2240.568	2236.081	2194.895	2128.251	2364.527	29586774	39187732	43534076	45153552	0	0	0	0		1
2016/04/25	2128.66	2130.06	2083.64	2126.83	26959280.00	63861825536	2158.334	2224.937	2231.618	2201.294	2127.871	2361.54	26959280	36929088	41218380	44421564	0	0	0	0		1
2016/04/26	2123.87	2155.70	2119.38	2155.70	27579366.00	63580983296	2134.97	2214.105	2229.418	2205.713	2127.819	2358.851	27579366	35262648	39444852	43518996	0	0	0	0		1
2016/04/27	2162.76	2176.33	2142.46	2146.61	32179112.00	73175056384	2135.244	2199.364	2229.122	2210.702	2130.362	2356.473	32179112	30466284	36910476	43146540	0	0	0	0		1
2016/04/28	2149.10	2158.49	2108.27	2155.23	31257270.00	72814411776	2144.258	2182.448	2224.444	2216.625	2132.991	2354.189	31257270	29512360	35422260	42382272	0	0	0	0		1
2016/04/29	2141.58	2162.19	2138.74	2138.74	25362368.00	64368291840	2144.622	2165.354	2219.467	2218.34	2136.863	2350.476	25362368	28667480	33927604	41124684	0	0	0	0		1
2016/05/03	2138.96	2217.23	2126.87	2217.23	40518568.00	95647473664	2162.702	2160.518	2220.06	2219.652	2140.582	2347.58	40518568	31379336	34154212	41114816	0	0	0	0		1
2016/05/04	2210.13	2233.59	2206.26	2211.02	41117968.00	95900475392	2173.766	2154.368	2216.635	2219.119	2144.221	2343.827	41117968	34087056	34674852	40680136	0	0	0	0		1
2016/05/05	2208.40	2226.55	2198.76	2224.09	34603688.00	84074799104	2189.262	2162.253	2212.987	2219.198	2146.701	2339.656	34603688	34571972	32519128	39738656	0	0	0	0		1
2016/05/06	2226.44	2235.96	2129.19	2129.19	49401484.00	115405430784	2184.054	2164.156	2207.012	2214.868	2147.345	2334.511	49401484	38200816	33856588	39512228	0	0	0	0		1
2016/05/09	2107.33	2107.33	2045.12	2053.60	37401164.00	81898266624	2167.026	2155.824	2198.196	2209.329	2146.128	2328.252	37401164	40608576	34638028	39086052	0	0	0	0		1
2016/05/10	2051.38	2067.62	2044.28	2054.22	25343896.00	57233993728	2134.424	2148.563	2186.75	2203.933	2145.415	2322.176	25343896	37573640	34476488	37847436	0	0	0	0		1
2016/05/11	2067.69	2073.83	2032.30	2034.93	28980496.00	63500173312	2099.206	2136.486	2175.295	2198.441	2144.05	2316.549	28980496	35146144	34616600	37030728	0	0	0	0		1
2016/05/12	2006.26	2039.32	1975.07	2034.57	28433750.00	59790639104	2061.302	2125.282	2162.323	2194.508	2141.261	2310.194	28433750	33912160	34242064	35576272	0	0	0	0		1
2016/05/13	2030.94	2058.66	2013.86	2025.22	26223880.00	56643817472	2040.508	2112.281	2147.365	2187.056	2138.092	2304.429	26223880	29276638	33738728	34580492	0	0	0	0		1
2016/05/16	2017.84	2057.86	2008.54	2057.86	28343346.00	61746839552	2041.36	2104.193	2134.773	2181.042	2135.875	2299.401	28343346	27465074	34036824	33982216	0	0	0	0		1
2016/05/17	2059.52	2107.73	2036.88	2081.44	38088172.00	83762577408	2046.804	2090.614	2125.566	2176.911	2133.715	2293.657	38088172	30013928	33793784	33974000	0	0	0	0		1
2016/05/18	2062.81	2062.81	2000.53	2020.48	35523824.00	72015208448	2043.914	2071.56	2112.964	2168.276	2129.964	2287.16	35523824	31322594	33234370	33954612	0	0	0	0		1
2016/05/19	2023.96	2076.48	2023.96	2037.40	33919736.00	74046660608	2044.48	2052.891	2107.572	2159.622	2126.952	2281.05	33919736	32419792	33165974	32842552	0	0	0	0		1
2016/05/20	2018.38	2065.30	2013.53	2065.30	31659474.00	70408175616	2052.496	2046.502	2105.329	2153.509	2124.644	2274.794	31659474	33506910	31391774	32624180	0	0	0	0		1
2016/05/23	2073.00	2107.05	2073.00	2098.23	38387504.00	86250987520	2060.57	2050.965	2103.395	2149.119	2125.663	2268.133	38387504	35515744	31490408	33064218	0	0	0	0		1
2016/05/24	2094.21	2094.21	2061.52	2075.51	34139736.00	76185976832	2059.384	2053.094	2100.829	2142.198	2126.672	2261.819	34139736	34726056	32369992	33423240	0	0	0	0		1
2016/05/25	2091.97	2111.26	2062.64	2067.25	36260688.00	82368004096	2068.738	2056.326	2096.406	2135.639	2129.791	2256.966	36260688	34873428	33098012	33857308	0	0	0	0		1
2016/05/26	2060.43	2086.49	2019.30	2086.01	37261300.00	82107473920	2078.46	2061.47	2093.376	2128.705	2132.309	2252.078	37261300	35541740	33980768	34111416	0	0	0	0		1
2016/05/27	2076.30	2090.17	2065.37	2069.89	34131536.00	77629964288	2079.378	2065.937	2089.109	2120.222	2133.18	2247.199	34131536	36036152	34771532	34255128	0	0	0	0		1
2016/05/30	2054.62	2083.83	2033.67	2058.52	33054054.00	69387354112	2071.436	2066.003	2085.098	2111.85	2134.038	2242.576	33054054	34969464	35242604	34639712	0	0	0	0		1
2016/05/31	2061.84	2160.53	2060.14	2159.80	56992436.00	120200265728	2088.294	2073.839	2082.227	2108.324	2138.25	2238.007	56992436	39540004	37133028	35463408	0	0	0	0		1
2016/06/01	2164.73	2188.88	2163.05	2168.82	58794176.00	129591189504	2108.608	2088.673	2080.116	2104.867	2141.842	2233.646	58794176	44046700	39460064	36347216	0	0	0	0		1
2016/06/02	2163.59	2188.56	2160.25	2188.56	54154712.00	118358605824	2129.118	2103.789	2078.34	2106.311	2144.948	2229.066	54154712	47425384	41483560	37324768	0	0	0	0		1
2016/06/03	2176.36	2236.58	2175.82	2204.97	64614588.00	150518644736	2156.134	2117.756	2082.129	2109.471	2148.851	2225.01	64614588	53521992	44779072	38085424	0	0	0	0		1
2016/06/06	2212.46	2219.28	2181.99	2199.30	49092384.00	114324365312	2184.29	2127.863	2089.414	2111.551	2153.223	2221.105	49092384	56729660	45849560	38669984	0	0	0	0		1
2016/06/07	2202.04	2204.18	2181.30	2196.73	45258224.00	109011877888	2191.676	2139.985	2096.54	2113.881	2157.587	2216.948	45258224	54382816	46961408	39665700	0	0	0	0		1
2016/06/08	2191.27	2201.53	2166.97	2186.54	47491816.00	112163807232	2195.22	2151.914	2104.12	2114.909	2160.311	2212.909	47491816	52122344	48084524	40591268	0	0	0	0		1
2016/06/13	2150.39	2165.28	2054.71	2054.71	53756488.00	122513432576	2168.45	2148.784	2105.127	2111.845	2161.274	2207.454	53756488	52042700	49734040	41857404	0	0	0	0		1
2016/06/14	2045.21	2070.15	2032.44	2058.31	38905976.00	87452549120	2139.118	2147.626	2106.781	2108.615	2162.62	2201.726	38905976	46900976	50211484	42491508	0	0	0	0		1
2016/06/15	2033.60	2143.45	2031.67	2128.80	50827620.00	113545617408	2125.018	2154.654	2110.329	2108.283	2163.312	2196.44	50827620	47248024	51988840	43615724	0	0	0	0		1
2016/06/16	2124.16	2137.18	2097.35	2101.42	49736192.00	113033936896	2105.956	2148.816	2111.327	2104.423	2162.038	2190.321	49736192	48143620	51263216	44198124	0	0	0	0		1
2016/06/17	2109.57	2154.52	2105.24	2122.89	50886964.00	118262923264	2093.226	2144.223	2116.448	2101.485	2160.302	2184.426	50886964	48822648	50472496	44966280	0	0	0	0		1
2016/06/20	2117.99	2127.68	2088.29	2119.63	44233148.00	106588389376	2106.21	2137.33	2120.56	2098.003	2158.601	2178.507	44233148	46917980	49480340	45481952	0	0	0	0		1
2016/06/21	2135.46	2153.23	2083.69	2092.00	52619368.00	123646984192	2112.948	2126.033	2121.895	2096.764	2155.816	2172.275	52619368	49660660	48280816	46529944	0	0	0	0		1
2016/06/22	2085.98	2144.82	2085.65	2144.82	48500540.00	111990210560	2116.152	2120.585	2124.224	2099.804	2154.566	2166.949	48500540	49195244	48221632	47035596	0	0	0	0		1
2016/06/23	2144.58	2153.58	2115.84	2137.49	53512180.00	119668817920	2123.366	2114.661	2127.323	2102.58	2153.257	2161.463	53512180	49950440	49047028	48004220	0	0	0	0		1
2016/06/24	2131.15	2157.94	2060.20	2127.36	64400552.00	138999955456	2124.26	2108.743	2130.329	2105.661	2152.051	2155.902	64400552	52653156	50737904	49411212	0	0	0	0		1
2016/06/27	2111.10	2194.13	2110.60	2191.81	61802508.00	138599792640	2138.696	2122.453	2135.618	2110.902	2152.705	2151.371	61802508	56167028	51542504	50638272	0	0	0	0		1
2016/06/28	2181.41	2221.46	2173.53	2216.71	69894240.00	158151000064	2163.638	2138.293	2142.959	2117.285	2152.171	2146.929	69894240	59622004	54641332	52426408	0	0	0	0		1
2016/06/29	2228.51	2238.35	2203.49	2209.79	59866688.00	139526717440	2176.632	2146.392	2150.523	2122.35	2151.696	2142.181	59866688	61895232	55545240	53767040	0	0	0	0		1
2016/06/30	2213.60	2233.28	2206.80	2227.79	57068920.00	136500232192	2194.692	2159.029	2153.923	2127.228	2152.07	2138.129	57068920	62606580	56278512	53770864	0	0	0	0		1
2016/07/01	2231.18	2241.63	2203.93	2211.18	47684376.00	115024224256	2211.456	2167.858	2156.041	2133.585	2150.93	2135.795	47684376	59263348	55958252	53215376	0	0	0	0		1
2016/07/04	2195.62	2254.15	2193.84	2248.71	52081616.00	123025440768	2222.836	2180.766	2159.048	2140.628	2150.125	2134.395	52081616	57319168	56743100	53111720	0	0	0	0		1
2016/07/05	2253.69	2259.29	2229.00	2246.02	53546312.00	131520012288	2228.698	2196.168	2161.101	2146.652	2150.081	2132.542	53546312	54049584	56835792	52558304	0	0	0	0		1
2016/07/06	2239.76	2246.73	2229.27	2241.56	46098732.00	113881489408	2235.052	2205.842	2163.213	2151.43	2150.274	2132.417	46098732	51295992	56595612	52408624	0	0	0	0		1
2016/07/07	2240.90	2247.58	2212.41	2233.92	55049920.00	128715816960	2236.278	2215.485	2165.073	2156.71	2149.454	2132.292	55049920	50892192	56749388	52898208	0	0	0	0		1
2016/07/08	2231.97	2257.32	2220.21	2239.00	47569780.00	111859736576	2241.842	2226.649	2167.696	2162.435	2149.037	2133.397	47569780	50869272	55066308	52902104	0	0	0	0		1
2016/07/11	2242.26	2252.66	2216.57	2218.59	53188672.00	125927178240	2235.818	2229.327	2175.89	2166.855	2147.78	2133.989	53188672	51090684	54204924	52873716	0	0	0	0		1
2016/07/12	2218.02	2247.35	2182.03	2247.35	55163400.00	124488941568	2236.084	2232.391	2185.342	2172.77	2146.496	2135.552	55163400	51414100	52731840	53686588	0	0	0	0		1
2016/07/13	2258.26	2299.86	2250.64	2285.37	58098824.00	129661206528	2244.846	2239.949	2193.17	2180.332	2146.091	2136.472	58098824	53814120	52555056	54050148	0	0	0	0		1
2016/07/14	2282.16	2295.59	2273.42	2293.08	50294624.00	112541483008	2256.678	2246.478	2202.753	2184.774	2146.549	2137.973	50294624	52863060	51877624	54078068	0	0	0	0		1
2016/07/15	2289.10	2293.09	2260.16	2263.78	47067548.00	106680123392	2261.634	2251.738	2209.798	2187.94	2146.403	2138.714	47067548	52762612	51815944	53887096	0	0	0	0		1
2016/07/18	2257.42	2268.79	2234.21	2249.87	41749944.00	94095548416	2267.89	2251.854	2216.31	2189.983	2148.147	2138.782	41749944	50474868	50782776	53762936	0	0	0	0		1
2016/07/19	2249.74	2273.72	2237.00	2273.72	41359712.00	93873659904	2273.164	2254.624	2225.396	2192.275	2150.873	2139.358	41359712	47714132	49564116	53199956	0	0	0	0		1
2016/07/20	2272.64	2288.65	2268.53	2268.54	43689616.00	101818621952	2269.798	2257.322	2231.582	2194.583	2153.067	2140.659	43689616	44832288	49323204	52959408	0	0	0	0		1
2016/07/21	2266.08	2289.67	2259.20	2265.13	45103624.00	104339013632	2264.208	2260.443	2237.964	2196.863	2155.372	2141.622	45103624	43794088	48328576	52538980	0	0	0	0		1
2016/07/22	2262.10	2269.55	2248.30	2250.00	40420396.00	95097389056	2261.452	2261.543	2244.096	2198.978	2156.944	2142.381	40420396	42464660	47613636	51339972	0	0	0	0		1
2016/07/25	2245.86	2264.44	2235.45	2245.89	37437208.00	87825743872	2260.656	2264.273	2246.8	2205.351	2158.598	2144.48	37437208	41602112	46038488	50121708	0	0	0	0		1
2016/07/26	2245.94	2279.55	2245.94	2279.55	36165504.00	80885653504	2261.822	2267.493	2249.942	2212.726	2160.67	2146.831	36165504	40563268	44138700	48435272	0	0	0	0		1
2016/07/27	2282.07	2284.28	2138.78	2155.39	63315116.00	136786501632	2239.192	2254.495	2247.222	2213.612	2160.948	2148.905	63315116	44488368	44660328	48607692	0	0	0	0		1
2016/07/28	2150.32	2166.60	2109.87	2139.74	43038520.00	93423067136	2214.114	2239.161	2242.82	2214.889	2159.656	2150.119	43038520	44075348	43934720	47906172	0	0	0	0		1
2016/07/29	2144.27	2147.19	2109.13	2122.41	31654140.00	70697525248	2188.596	2225.024	2238.381	2214.873	2158.179	2151.2	31654140	42322096	42393376	47104660	0	0	0	0		1
2016/08/01	2113.67	2118.09	2066.18	2099.18	32837240.00	70365782016	2159.254	2209.955	2230.905	2214.192	2156.097	2151.399	32837240	41402104	41502108	46142440	0	0	0	0		1
2016/08/02	2096.55	2114.95	2094.12	2113.21	25102200.00	54824456192	2125.986	2193.904	2224.264	2214.899	2155.831	2151.588	25102200	39189444	39876356	44720236	0	0	0	0		1
2016/08/03	2110.23	2117.62	2096.73	2108.31	26589352.00	60208091136	2116.57	2177.881	2217.602	2213.682	2156.743	2151.436	26589352	31844290	38166328	43744768	0	0	0	0		1
2016/08/04	2107.62	2133.18	2102.27	2129.65	31872354.00	70346735616	2114.552	2164.333	2212.388	2213.42	2158	2151.708	31872354	29611058	36843204	42585888	0	0	0	0		1
2016/08/05	2128.74	2129.33	2107.44	2109.05	28354310.00	62410473472	2111.88	2150.238	2205.891	2212.81	2159.236	2151.643	28354310	28951092	35636596	41625116	0	0	0	0		1
2016/08/08	2102.24	2130.59	2083.98	2130.59	26546576.00	59332218880	2118.162	2138.708	2201.49	2210.769	2160.836	2151.048	26546576	27692958	34547532	40293012	0	0	0	0		1
2016/08/09	2128.64	2154.51	2128.22	2154.51	33634360.00	75119394816	2126.422	2126.204	2196.848	2208.696	2162.991	2150.541	33634360	29399390	34294416	39216560	0	0	0	0		1
2016/08/10	2155.39	2164.63	2136.83	2137.00	32552436.00	74725761024	2132.16	2124.365	2189.43	2206.27	2164.31	2150.092	32552436	30592008	31218148	37939240	0	0	0	0		1
2016/08/11	2134.60	2139.20	2103.40	2103.40	29775196.00	68817092608	2126.91	2120.731	2179.946	2202.123	2164.676	2149.195	29775196	30172576	29891816	36913268	0	0	0	0		1
2016/08/12	2098.77	2123.86	2097.91	2123.84	25919436.00	59659243520	2129.868	2120.874	2172.949	2199.212	2166.398	2148.181	25919436	29685600	29318346	35855864	0	0	0	0		1
2016/08/15	2126.79	2200.92	2112.25	2193.21	47469912.00	107664695296	2142.392	2130.277	2170.116	2197.362	2168.995	2147.973	47469912	33870268	30781614	36141860	0	0	0	0		1
2016/08/16	2195.02	2211.01	2192.97	2201.10	41894228.00	99220193280	2151.71	2139.066	2166.485	2195.865	2171.259	2147.951	41894228	35522240	32460816	36168588	0	0	0	0		1
2016/08/17	2200.24	2218.29	2195.37	2208.20	38309640.00	94247927808	2165.95	2149.055	2163.468	2194.753	2173.091	2149.377	38309640	36673684	33632844	35899588	0	0	0	0		1
2016/08/18	2204.95	2213.30	2191.93	2201.59	37873956.00	92612780032	2185.588	2156.249	2160.291	2193.675	2175.193	2150.933	37873956	38293436	34233004	35538104	0	0	0	0		1
2016/08/19	2200.68	2211.06	2194.11	2204.56	34079968.00	81998036992	2201.732	2165.8	2158.019	2192.527	2177.481	2153.636	34079968	39925540	34805572	35221084	0	0	0	0		1
2016/08/22	2205.57	2213.41	2167.40	2167.40	37116420.00	88505696256	2196.57	2169.481	2154.094	2190.821	2178.838	2155.573	37116420	37854844	35862556	35205044	0	0	0	0		1
2016/08/23	2168.34	2186.74	2160.30	2174.16	30192240.00	71274061824	2191.182	2171.446	2148.825	2188.381	2180.575	2156.878	30192240	35514444	35518344	34906380	0	0	0	0		1
2016/08/24	2178.53	2204.80	2176.35	2192.17	34558488.00	80246218752	2187.976	2176.963	2150.664	2185.274	2182.803	2158.42	34558488	34764216	35718948	33468548	0	0	0	0		1
2016/08/25	2179.01	2183.73	2152.11	2180.66	38573296.00	92006703104	2183.79	2184.689	2152.71	2181.527	2183.151	2160.7	38573296	34904084	36598760	33245288	0	0	0	0		1
2016/08/26	2186.00	2211.63	2182.11	2189.75	39402496.00	92417859584	2180.828	2191.28	2156.077	2179.059	2183.5	2162.671	39402496	35968588	37947064	33632704	0	0	0	0		1
2016/08/29	2187.72	2209.25	2183.81	2193.20	37814784.00	84334108672	2185.988	2191.279	2160.778	2177.17	2183.577	2164.262	37814784	36108260	36981552	33881584	0	0	0	0		1
2016/08/30	2197.49	2210.40	2193.07	2195.53	36388416.00	78025965568	2190.262	2190.722	2164.894	2174.564	2183.419	2166.135	36388416	37347496	36430972	34445892	0	0	0	0		1
2016/08/31	2194.61	2198.25	2175.84	2191.76	34232360.00	79190302720	2190.18	2189.078	2169.066	2172.005	2183.294	2168.258	34232360	37282272	36023244	34828044	0	0	0	0		1
2016/09/01	2192.94	2201.28	2181.33	2181.33	35320384.00	80316989440	2190.314	2187.052	2171.65	2169.211	2183.037	2170.312	35320384	36631688	35767884	35000444	0	0	0	0		1
2016/09/02	2176.39	2187.69	2160.11	2170.86	34463468.00	78164246528	2186.536	2183.682	2174.741	2166.573	2182.776	2171.543	34463468	35643884	35806236	35305904	0	0	0	0		1
2016/09/05	2178.63	2199.65	2178.09	2182.69	31350628.00	72522014720	2184.434	2185.211	2177.346	2164.467	2184.909	2173.091	31350628	34351052	35229656	35546104	0	0	0	0		1
2016/09/06	2183.23	2225.26	2161.93	2222.84	46134656.00	100947640320	2189.896	2190.079	2180.762	2162.576	2187.651	2175.135	46134656	36300300	36823896	36171120	0	0	0	0		1
2016/09/07	2223.02	2232.12	2208.83	2212.05	48768064.00	103235960832	2193.954	2192.067	2184.515	2164.465	2189.039	2176.175	48768064	39207440	38244856	36981900	0	0	0	0		1
2016/09/08	2211.39	2223.47	2207.11	2223.47	38590932.00	80711213056	2202.382	2196.348	2190.519	2167.256	2191.073	2176.555	38590932	39861548	38246620	37422688	0	0	0	0		1
2016/09/09	2223.58	2228.54	2202.97	2202.97	38968752.00	83363176448	2208.804	2197.67	2194.475	2169.941	2192.407	2176.355	38968752	40762608	38203244	38075156	0	0	0	0		1
2016/09/12	2163.45	2179.98	2145.03	2145.56	41905376.00	85731819520	2201.378	2192.906	2192.093	2171.487	2192.84	2175.72	41905376	42873556	38612304	37796928	0	0	0	0		1
2016/09/13	2157.95	2165.58	2139.34	2145.87	30860316.00	66241785856	2185.984	2187.94	2189.331	2172.576	2193.737	2174.777	30860316	39818688	38059492	37245232	0	0	0	0		1
2016/09/14	2137.40	2156.98	2131.71	2144.56	29032312.00	60399624192	2172.486	2183.22	2186.149	2173.784	2193.733	2174.15	29032312	35871536	37539488	36781364	0	0	0	0		1
2016/09/19	2149.37	2174.40	2149.37	2165.21	26844050.00	57115934720	2160.834	2181.608	2184.33	2174.97	2194.195	2173.726	26844050	33522162	36691856	36229872	0	0	0	0		1
2016/09/20	2164.42	2167.64	2153.94	2158.43	28844356.00	58750578688	2151.926	2180.365	2182.023	2176.616	2194.713	2173.382	28844356	31497282	36129944	35968088	0	0	0	0		1
2016/09/21	2158.06	2170.09	2157.38	2162.13	27049596.00	57269329920	2155.24	2178.309	2181.76	2177.667	2194.218	2173.462	27049596	28526126	35699840	35464748	0	0	0	0		1
2016/09/22	2174.30	2178.53	2166.61	2168.42	28362324.00	61945057280	2159.75	2172.867	2181.473	2178.131	2193.413	2172.792	28362324	28026528	33922608	35373252	0	0	0	0		1
2016/09/23	2171.63	2173.49	2156.04	2156.51	30098248.00	63659933696	2162.14	2167.313	2179.69	2178.781	2192.525	2172.111	30098248	28239714	32055626	35150240	0	0	0	0		1
2016/09/26	2154.40	2161.76	2122.90	2122.90	32401348.00	68205944832	2153.678	2157.256	2176.802	2179.431	2190.777	2171.423	32401348	29351174	31436668	34841644	0	0	0	0		1
2016/09/27	2118.95	2140.80	2112.70	2140.80	28166716.00	59577679872	2150.152	2151.039	2174.354	2179.996	2189.604	2170.267	28166716	29215646	30356464	34279856	0	0	0	0		1
2016/09/28	2143.72	2143.72	2132.55	2139.63	24175726.00	51069165568	2145.652	2150.446	2171.676	2178.21	2187.786	2168.956	24175726	28640872	28583500	33597900	0	0	0	0		1
2016/09/29	2141.34	2155.42	2140.98	2146.18	25538392.00	53909913600	2141.204	2150.477	2169.208	2176.38	2186.122	2168.101	25538392	28076086	28051306	33055400	0	0	0	0		1
2016/09/30	2144.47	2154.40	2143.34	2149.90	23142884.00	48014446592	2139.882	2151.011	2167.115	2174.436	2184.594	2167.435	23142884	26685014	27462364	32500926	0	0	0	0		1
2016/10/10	2165.85	2208.47	2163.41	2208.47	36210604.00	79254609920	2156.996	2155.337	2168.472	2174.666	2184.17	2166.812	36210604	27446864	28399020	32545438	0	0	0	0		1
2016/10/11	2207.43	2210.86	2201.31	2210.86	33618196.00	74087587840	2171.008	2160.58	2170.472	2174.876	2183.701	2166.369	33618196	28537160	28876404	32503174	0	0	0	0		1
2016/10/12	2202.36	2216.52	2198.89	2209.69	32205924.00	68693590016	2185.02	2165.336	2171.823	2176.285	2183.553	2165.667	32205924	30143200	29392036	32545938	0	0	0	0		1
2016/10/13	2211.76	2216.09	2200.52	2208.57	32880024.00	70015844352	2197.498	2169.351	2171.109	2177.432	2182.907	2164.701	32880024	31611526	29843806	31883208	0	0	0	0		1
2016/10/14	2203.87	2203.87	2178.91	2194.23	32467018.00	71744110592	2206.364	2173.123	2170.218	2177.501	2181.388	2163.739	32467018	33476354	30080684	31068154	0	0	0	0		1
2016/10/17	2199.18	2200.47	2160.01	2167.86	34755160.00	75275321344	2198.242	2177.619	2167.438	2177.074	2179.301	2162.925	34755160	33185264	30316064	30876366	0	0	0	0		1
2016/10/18	2164.60	2198.14	2164.60	2198.14	33830748.00	75480899584	2195.698	2183.353	2167.196	2177.354	2178.207	2162.305	33830748	33227774	30882468	30619466	0	0	0	0		1
2016/10/19	2200.53	2201.16	2180.47	2184.91	35703036.00	79193333760	2190.742	2187.881	2169.164	2177.078	2177.124	2162.635	35703036	33927196	32035198	30309348	0	0	0	0		1
2016/10/20	2187.41	2199.06	2184.35	2193.26	39193184.00	84494016512	2187.68	2192.589	2171.533	2177.002	2175.783	2163.328	39193184	35189828	33400678	30725992	0	0	0	0		1
2016/10/21	2196.84	2202.49	2167.83	2181.00	41616516.00	86896533504	2185.034	2195.699	2173.355	2176.643	2174.324	2163.695	41616516	37019728	35248040	31355202	0	0	0	0		1
2016/10/24	2184.11	2204.36	2176.92	2200.80	37525696.00	83347079168	2191.622	2194.932	2175.135	2177.292	2173.252	2164.312	37525696	37573836	35379552	31889284	0	0	0	0		1
2016/10/25	2202.79	2207.81	2196.57	2200.21	34010904.00	80367828992	2192.036	2193.867	2177.223	2178.271	2172.422	2164.683	34010904	37609868	35418820	32147612	0	0	0	0		1
2016/10/26	2203.48	2204.84	2179.76	2184.49	39927388.00	88142594048	2191.952	2191.347	2178.342	2178.331	2171.399	2164.999	39927388	38454736	36190968	32791502	0	0	0	0		1
2016/10/27	2182.91	2184.32	2171.24	2182.48	32058256.00	73099206656	2189.796	2188.738	2179.044	2176.985	2169.781	2165.226	32058256	37027752	36108792	32976298	0	0	0	0		1
2016/10/28	2182.56	2192.90	2165.03	2165.43	37520832.00	84037992448	2186.682	2185.858	2179.49	2175.431	2169.948	2165.448	37520832	36208616	36614172	33347428	0	0	0	0		1
2016/10/31	2158.57	2162.67	2145.57	2159.76	31724370.00	71498686464	2178.474	2185.048	2181.333	2173.308	2170.282	2164.969	31724370	35048352	36311092	33313578	0	0	0	0		1
2016/11/01	2160.39	2177.83	2159.71	2176.45	34872400.00	81948442624	2173.722	2182.879	2183.116	2172.424	2171.182	2164.681	34872400	35220648	36415260	33648864	0	0	0	0		1
2016/11/02	2170.81	2171.66	2145.07	2146.40	38992664.00	88504270848	2166.104	2179.028	2183.455	2172.452	2171.969	2164.033	38992664	35033704	36744220	34389708	0	0	0	0		1
2016/11/03	2137.13	2167.93	2135.28	2153.18	43866868.00	99368714240	2160.244	2175.02	2183.804	2172.695	2172.636	2164.233	43866868	37395428	37211588	35306132	0	0	0	0		1
2016/11/04	2151.92	2168.34	2142.41	2145.23	40275072.00	89121759232	2156.204	2171.443	2183.571	2172.718	2173.251	2164.997	40275072	37946276	37077444	36162744	0	0	0	0		1
2016/11/07	2141.30	2145.82	2126.95	2130.30	35113624.00	79743434752	2150.312	2164.393	2179.663	2171.554	2173.262	2165.631	35113624	38624124	36836236	36107896	0	0	0	0		1
2016/11/08	2138.45	2154.57	2136.25	2150.30	33764856.00	76689612800	2145.082	2159.402	2176.635	2171.283	2173.949	2166.593	33764856	38402616	36811632	36115228	0	0	0	0		1
2016/11/09	2150.62	2154.85	2098.56	2123.84	41862024.00	93897957376	2140.57	2153.337	2172.342	2170.007	2173.837	2167.336	41862024	38976488	37005096	36598032	0	0	0	0		1
2016/11/10	2143.56	2149.09	2138.94	2143.32	37575300.00	90342498304	2138.598	2149.421	2169.08	2169.17	2173.65	2168.321	37575300	37718176	37556800	36832796	0	0	0	0		1
